Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 19:46,260669,81653C400,4,816532090,323803790.0,Rupee,323803790.0,Rupee,ACH,0
2022/09/01 19:44,259933,8161A3310,4,8165F9D80,113971.62,Rupee,113971.62,Rupee,Credit Card,0
2022/09/01 19:46,259933,8161A3310,4,8165F9D80,150123.42,Rupee,150123.42,Rupee,ACH,0
2022/09/01 19:48,4,816868DE0,4,816868DE0,1034.69,Rupee,1034.69,Rupee,Reinvestment,0
2022/09/01 19:58,27,8168FEA60,4,816FDA8C0,908210.04,Rupee,908210.04,Rupee,Cheque,0
2022/09/01 19:57,27,8168FEA60,4,816FDA8C0,685254.77,Rupee,685254.77,Rupee,Credit Card,0
2022/09/01 19:53,4,817AA8060,4,817AA8060,290.72,Rupee,290.72,Rupee,Reinvestment,0
2022/09/01 19:47,161749,817AA6FE0,4,81808AC00,9579.46,Rupee,9579.46,Rupee,Cheque,0
2022/09/01 19:37,260674,81652FD50,4,8181CC210,12340.79,Rupee,12340.79,Rupee,Cheque,0
2022/09/01 19:44,260674,81652FD50,4,8181CC210,7632.42,Rupee,7632.42,Rupee,Cash,0
2022/09/01 19:37,4,816FDA8C0,4,8188E5240,9033137.8,Rupee,9033137.8,Rupee,Cheque,0
2022/09/01 19:52,4,816FDA8C0,4,8188E5240,945958.23,Rupee,945958.23,Rupee,Credit Card,0
2022/09/01 19:50,4,816FDA8C0,4,8188E5240,8599240.43,Rupee,8599240.43,Rupee,ACH,0
2022/09/01 19:36,259893,817C0AAE0,4,818B412C0,100700.8,Rupee,100700.8,Rupee,Cheque,0
2022/09/01 19:52,259893,817C0AAE0,4,818B412C0,371086.28,Rupee,371086.28,Rupee,Credit Card,0
2022/09/01 19:43,70,100428780,4,818FFEFA0,451111.93,Rupee,451111.93,Rupee,Cheque,0
2022/09/01 19:49,70,100428780,4,818FFEFA0,48378.97,Rupee,48378.97,Rupee,Credit Card,0
2022/09/01 19:41,70,100428780,4,818FFEFA0,13387.9,Rupee,13387.9,Rupee,Cash,0
2022/09/01 19:48,164441,818C65830,4,819196BF0,55651.35,Rupee,55651.35,Rupee,Cheque,0
2022/09/01 19:53,164441,818C65830,4,819196BF0,114442.47,Rupee,114442.47,Rupee,Credit Card,0
2022/09/01 19:47,4,819240F10,4,819240F10,338829.58,Rupee,338829.58,Rupee,Reinvestment,0
2022/09/01 19:45,4,81A056C70,4,81A056C70,547.95,Rupee,547.95,Rupee,Reinvestment,0
2022/09/01 19:32,161761,8170D2180,4,82CFD1B20,3735.81,Rupee,3735.81,Rupee,Cheque,0
2022/09/01 19:52,161761,8170D2180,4,82CFD1B20,16055.52,Rupee,16055.52,Rupee,Credit Card,0
2022/09/01 19:41,4,818911520,4,818911520,9412030.31,Ruble,9412030.31,Ruble,Reinvestment,0
2022/09/01 19:50,28,816375640,4,818914460,637128.71,Ruble,637128.71,Ruble,Cheque,0
2022/09/01 19:57,28,816375640,4,818914460,516520.89,Ruble,516520.89,Ruble,Credit Card,0
2022/09/01 19:32,4,8000A2170,4,8189163F0,586.82,Ruble,586.82,Ruble,Cheque,0
2022/09/01 19:52,4,8000A2170,4,8189163F0,861.65,Ruble,861.65,Ruble,Cash,0
2022/09/01 19:51,4,8000A2170,4,8189163F0,84.28,Ruble,84.28,Ruble,ACH,0
2022/09/01 19:49,4,81A582F30,4,81A582F30,1377.78,Ruble,1377.78,Ruble,Reinvestment,0
2022/09/01 19:35,26,81ADB2E70,4,81B3D9E30,20281.75,Ruble,20281.75,Ruble,Cheque,0
2022/09/01 19:37,26,81ADB2E70,4,81B3D9E30,2733.2,Ruble,2733.2,Ruble,ACH,0
2022/09/01 19:59,172128,81A82A380,4,81B4CE650,58860.23,Ruble,58860.23,Ruble,Cheque,0
2022/09/01 19:43,172128,81A82A380,4,81B4CE650,10943.11,Ruble,10943.11,Ruble,Cash,0
2022/09/01 19:47,4,81B4DFB80,4,81B4DFB80,1138847.56,Ruble,1138847.56,Ruble,Reinvestment,0
2022/09/01 19:38,4,81B53DC10,4,81B53DC10,382275.95,Ruble,382275.95,Ruble,Reinvestment,0
2022/09/01 19:49,4,81BC839F0,4,81BC839F0,4674163.91,Ruble,4674163.91,Ruble,Reinvestment,0
2022/09/01 19:58,74061,81BA68670,4,81BD09D60,86809.88,Ruble,86809.88,Ruble,Cheque,0
2022/09/01 19:32,74061,81BA68670,4,81BD09D60,47063.29,Ruble,47063.29,Ruble,Credit Card,0
2022/09/01 19:55,4,81C666550,4,81C666550,1412.1,Ruble,1412.1,Ruble,Reinvestment,0
2022/09/01 19:56,4,81DC577B0,4,81DC577B0,5307380.73,Ruble,5307380.73,Ruble,Reinvestment,0
2022/09/01 19:39,15,81A5A3920,4,81E7682A0,3968079.01,Ruble,3968079.01,Ruble,Cheque,0
2022/09/01 19:51,4,81F3B9190,4,81F3B9190,1690.73,Ruble,1690.73,Ruble,Reinvestment,0
2022/09/01 19:53,4,81F8B4890,4,81F8B4890,174693474.45,Ruble,174693474.45,Ruble,Reinvestment,0
2022/09/01 19:44,172204,81AE2D650,4,81F9C7430,31702.11,Ruble,31702.11,Ruble,Cheque,0
2022/09/01 19:49,172204,81AE2D650,4,81F9C7430,90909.7,Ruble,90909.7,Ruble,Credit Card,0
2022/09/01 19:50,4,8210BC7C0,4,8210BC7C0,88447.64,Ruble,88447.64,Ruble,Reinvestment,0
2022/09/01 20:01,4,80005F860,4,80005F860,283812.89,Yen,283812.89,Yen,Cheque,0
2022/09/01 20:15,4,80005F860,4,80005F860,95177.89,Yen,95177.89,Yen,Credit Card,0
2022/09/01 20:16,4,806B08B30,4,806B08B30,602.94,Yen,602.94,Yen,Reinvestment,0
2022/09/01 20:03,3,805DE75F0,4,80DAA6DD0,145397.59,Yen,145397.59,Yen,Cheque,0
2022/09/01 20:09,3,805DE75F0,4,80DAA6DD0,124342.22,Yen,124342.22,Yen,ACH,0
2022/09/01 20:01,70,100428738,4,80D29B5C0,32245.61,Yen,32245.61,Yen,Cash,0
2022/09/01 20:24,18140,8072A3E40,4,80F081640,31027.91,Yen,31027.91,Yen,Cheque,0
2022/09/01 20:01,18140,8072A3E40,4,80F081640,106279.55,Yen,106279.55,Yen,ACH,0
2022/09/01 20:05,4,80F0865B0,4,80F0865B0,244617.42,Yen,244617.42,Yen,Reinvestment,0
2022/09/01 20:27,5,80E916EC0,4,80F8196C0,453671.29,Yen,453671.29,Yen,Cheque,0
2022/09/01 20:01,4,81126D1D0,4,81126D1D0,2237.9,Yen,2237.9,Yen,Reinvestment,0
2022/09/01 20:16,4,8121C1F70,4,8121C1F70,84969996.28,Yen,84969996.28,Yen,Reinvestment,0
2022/09/01 20:21,4548,8021F4D70,4,81223ED70,12521966.3,Yen,12521966.3,Yen,Cheque,0
2022/09/01 20:11,4,81239E780,4,81239E780,1638.54,Yen,1638.54,Yen,Reinvestment,0
2022/09/01 20:23,70,100428738,4,8127CACF0,239821.84,Yen,239821.84,Yen,Cheque,0
2022/09/01 20:17,70,100428738,4,8127CACF0,92755.52,Yen,92755.52,Yen,Credit Card,0
2022/09/01 20:08,48016,81212AA70,4,8128A5840,797639.85,Yen,797639.85,Yen,Cheque,0
2022/09/01 20:02,48016,81212AA70,4,8128A5840,557021.27,Yen,557021.27,Yen,Credit Card,0
2022/09/01 20:27,4,812AD3CE0,4,812AD3CE0,900.43,Yen,900.43,Yen,Reinvestment,0
2022/09/01 20:16,50442,812B2B340,4,812B56D40,26847.78,Yen,26847.78,Yen,Cheque,0
2022/09/01 20:28,50442,812B2B340,4,812B56D40,4869.85,Yen,4869.85,Yen,ACH,0
2022/09/01 20:00,3,80FEF8B80,4,812D61860,42378.64,Yen,42378.64,Yen,Cheque,0
2022/09/01 20:19,3,80FEF8B80,4,812D61860,58582.05,Yen,58582.05,Yen,Credit Card,0
2022/09/01 20:14,4,81327FD80,4,81327FD80,726.97,Yen,726.97,Yen,Reinvestment,0
2022/09/01 20:19,4,813390B60,4,813390B60,920.7,Yen,920.7,Yen,Reinvestment,0
2022/09/01 20:04,4,813423760,4,813423760,673.93,Yen,673.93,Yen,Reinvestment,0
2022/09/01 20:12,4,8136A3EE0,4,8136A3EE0,5257961.46,Yen,5257961.46,Yen,Reinvestment,0
2022/09/01 20:21,5,806B19330,4,8137F6840,24388.34,Yen,24388.34,Yen,Cheque,0
2022/09/01 20:24,5,806B19330,4,8137F6840,89508.57,Yen,89508.57,Yen,Credit Card,0
2022/09/01 20:12,4,8156221E0,4,8156221E0,2518.85,Yen,2518.85,Yen,Reinvestment,0
2022/09/01 20:22,356793,8157DDD20,4,8157EDE30,1.46,Yen,1.46,Yen,Cheque,0
2022/09/01 20:21,4,81583A290,4,81583A290,632.8,Yen,632.8,Yen,Reinvestment,0
2022/09/01 20:24,76,800085740,4,8127A19C0,315675.23,Rupee,315675.23,Rupee,Cheque,0
2022/09/01 20:28,76,800085740,4,8127A19C0,288404.93,Rupee,288404.93,Rupee,ACH,0
2022/09/01 20:05,25,800098B50,4,8127BD090,121725.37,Rupee,121725.37,Rupee,Cheque,0
2022/09/01 20:22,25,800098B50,4,8127BD090,351864.51,Rupee,351864.51,Rupee,ACH,0
2022/09/01 20:09,25,800097AA0,4,8129666B0,10010.96,Rupee,10010.96,Rupee,Cheque,0
2022/09/01 20:15,25,800097AA0,4,8129666B0,4254.04,Rupee,4254.04,Rupee,Credit Card,0
2022/09/01 20:27,25,800097AA0,4,8129666B0,2730.36,Rupee,2730.36,Rupee,ACH,0
2022/09/01 20:17,6,815E1B030,4,815E28260,17577.62,Rupee,17577.62,Rupee,Cheque,0
2022/09/01 20:00,6,815E1B030,4,815E28260,10522.45,Rupee,10522.45,Rupee,Credit Card,0
2022/09/01 20:05,76,8127B4670,4,815E318C0,281336.81,Rupee,281336.81,Rupee,Cheque,0
2022/09/01 20:27,4,815EC6940,4,815EC6940,1233.63,Rupee,1233.63,Rupee,Reinvestment,0
2022/09/01 20:14,360045,81601EE30,4,81601ECA0,0.08,Rupee,0.08,Rupee,Cheque,0
2022/09/01 20:20,70,100428780,4,816073630,228048.54,Rupee,228048.54,Rupee,Cheque,0
2022/09/01 20:11,70,100428780,4,816073630,585173.34,Rupee,585173.34,Rupee,Credit Card,0
2022/09/01 20:04,70,100428780,4,816073630,100056.66,Rupee,100056.66,Rupee,Cash,0
2022/09/01 20:14,4,816119300,4,816119300,197261.01,Rupee,197261.01,Rupee,Reinvestment,0
2022/09/01 20:27,6,815E5F880,4,816152990,1159936.84,Rupee,1159936.84,Rupee,Cheque,0
2022/09/01 20:24,6,815E5F880,4,816152990,379707.77,Rupee,379707.77,Rupee,Cash,0
2022/09/01 20:09,25,815E1BA10,4,816174030,252155.33,Rupee,252155.33,Rupee,Cheque,0
2022/09/01 20:16,4,8164244A0,4,8164244A0,1112.75,Rupee,1112.75,Rupee,Reinvestment,0
2022/09/01 20:21,159430,815F203A0,4,8164CF170,12238.41,Rupee,12238.41,Rupee,Cheque,0
2022/09/01 20:17,159430,815F203A0,4,8164CF170,4864.72,Rupee,4864.72,Rupee,Credit Card,0
2022/09/01 20:07,25,815F199C0,4,816538BD0,152852.88,Rupee,152852.88,Rupee,Cheque,0
2022/09/01 20:25,25,815F199C0,4,816538BD0,813239.01,Rupee,813239.01,Rupee,Credit Card,0
2022/09/01 20:03,25,815F199C0,4,816538BD0,99555.56,Rupee,99555.56,Rupee,ACH,0
2022/09/01 20:02,159692,816329F80,4,8165BDD80,150537.48,Rupee,150537.48,Rupee,Cheque,0
2022/09/01 20:24,159692,816329F80,4,8165BDD80,23762.63,Rupee,23762.63,Rupee,Credit Card,0
2022/09/01 20:24,4,816024890,4,816DCADF0,119196.05,Rupee,119196.05,Rupee,Cheque,0
2022/09/01 20:18,4,816024890,4,816DCADF0,77672.23,Rupee,77672.23,Rupee,Cash,0
2022/09/01 20:29,4,817DE7690,4,817DE7690,886238.26,Rupee,886238.26,Rupee,Reinvestment,0
2022/09/01 20:04,4,818164010,4,818164010,17196124.89,Rupee,17196124.89,Rupee,Reinvestment,0
2022/09/01 20:21,366011,819020B40,4,8190219E0,0.01,Rupee,0.01,Rupee,Cheque,0
2022/09/01 20:23,28,8188FD050,4,818917340,67117.76,Ruble,67117.76,Ruble,Cheque,0
2022/09/01 20:29,28,8188FD050,4,818917340,51605.46,Ruble,51605.46,Ruble,Credit Card,0
2022/09/01 20:03,28,8188FD050,4,818917340,52647.95,Ruble,52647.95,Ruble,Cash,0
2022/09/01 20:15,4,818910720,4,818910720,1167.79,Ruble,1167.79,Ruble,Reinvestment,0
2022/09/01 20:19,70,1004287C8,4,81A51D120,73449.7,Ruble,73449.7,Ruble,Cheque,0
2022/09/01 20:15,70,1004287C8,4,81A51D120,861.3,Ruble,861.3,Ruble,Credit Card,0
2022/09/01 20:22,28,81892AAA0,4,81A55C9C0,22938.78,Ruble,22938.78,Ruble,Cheque,0
2022/09/01 20:27,28,81892AAA0,4,81A55C9C0,19097.13,Ruble,19097.13,Ruble,Credit Card,0
2022/09/01 20:17,372409,81A6BDDD0,4,81A6BDE70,0.03,Ruble,0.03,Ruble,Cheque,0
2022/09/01 20:24,28868,80345DB40,4,81A9A1630,237930.08,Ruble,237930.08,Ruble,Cheque,0
2022/09/01 20:28,28868,80345DB40,4,81A9A1630,1622137.4,Ruble,1622137.4,Ruble,Credit Card,0
2022/09/01 20:01,25444,80B2EBB80,4,81A998790,1721279.31,Ruble,1721279.31,Ruble,Cheque,0
2022/09/01 20:23,25444,80B2EBB80,4,81A998790,171681.97,Ruble,171681.97,Ruble,Credit Card,0
2022/09/01 20:07,4,81B0F05C0,4,81B0F05C0,323.18,Ruble,323.18,Ruble,Reinvestment,0
2022/09/01 20:01,4,81B512450,4,81B512450,60522068.32,Ruble,60522068.32,Ruble,Reinvestment,0
2022/09/01 20:22,4,81BBC2540,4,81BBC2540,487.38,Ruble,487.38,Ruble,Reinvestment,0
2022/09/01 20:15,4,8127FDDB0,4,8127FDDB0,1837.05,Ruble,2488.62,Yen,ACH,0
2022/09/01 20:28,4,8127FDDB0,4,8127FDDB0,1625.54,Ruble,2202.1,Yen,ACH,0
2022/09/01 20:13,4,81BECB100,4,81BECB100,749.15,Ruble,749.15,Ruble,Reinvestment,0
2022/09/01 20:03,282,81891B1F0,4,81BF3FBB0,2919951.96,Ruble,2919951.96,Ruble,Cheque,0
2022/09/01 20:03,276002,81CE7A9B0,4,81D1A0970,1369486.46,Ruble,1369486.46,Ruble,Cheque,0
2022/09/01 20:20,276002,81CE7A9B0,4,81D1A0970,1790614.45,Ruble,1790614.45,Ruble,Credit Card,0
2022/09/01 20:25,276002,81CE7A9B0,4,81D1A0970,2012492.77,Ruble,2012492.77,Ruble,Cash,0
2022/09/01 20:02,276002,81CE7A9B0,4,81D1A0970,2388494.75,Ruble,2388494.75,Ruble,ACH,0
2022/09/01 20:05,276002,81CE7A9B0,4,81D1A0970,5364735.84,Ruble,5364735.84,Ruble,Wire,0
2022/09/01 20:00,172204,81BC4DF70,4,81B430670,753020.8,Ruble,753020.8,Ruble,Cheque,0
2022/09/01 20:15,172204,81BC4DF70,4,81B430670,30044.62,Ruble,30044.62,Ruble,ACH,0
2022/09/01 20:23,75143,81DBEDB40,4,81DE37B00,46153027.95,Ruble,46153027.95,Ruble,Cheque,0
2022/09/01 20:08,174268,81C5D6C20,4,81E530070,18183.66,Ruble,18183.66,Ruble,Cheque,0
2022/09/01 20:07,174268,81C5D6C20,4,81E530070,45340.14,Ruble,45340.14,Ruble,Credit Card,0
2022/09/01 20:24,4,81F87D990,4,81F87D990,14822236.89,Ruble,14822236.89,Ruble,Reinvestment,0
2022/09/01 20:19,4,82108EE40,4,82108EE40,531455.89,Ruble,531455.89,Ruble,Reinvestment,0
2022/09/01 20:10,4,82158CB10,4,82158CB10,1944.41,Ruble,1944.41,Ruble,Reinvestment,0
2022/09/01 20:40,4,80008ED80,4,80008ED80,14558343.62,Yen,14558343.62,Yen,Reinvestment,0
2022/09/01 20:55,4,806B181A0,4,806B181A0,1992.78,Yen,1992.78,Yen,Reinvestment,0
2022/09/01 20:57,4,80CD5CD30,4,80D9D9030,27740.58,Yen,27740.58,Yen,Cheque,0
2022/09/01 20:53,4,80CD5CD30,4,80D9D9030,32879.1,Yen,32879.1,Yen,Credit Card,0
2022/09/01 20:44,4,80E805F50,4,80E805F50,1060.48,Yen,1060.48,Yen,Reinvestment,0
2022/09/01 20:52,4,80E920140,4,80E920140,923.99,Yen,923.99,Yen,Reinvestment,0
2022/09/01 20:42,4,80EC394C0,4,80EC394C0,14043816.18,Yen,14043816.18,Yen,Reinvestment,0
2022/09/01 20:37,137768,80EC35D90,4,80F095D00,282132.42,Yen,282132.42,Yen,Cheque,0
2022/09/01 20:36,137768,80EC35D90,4,80F095D00,190579.18,Yen,190579.18,Yen,Wire,0
2022/09/01 20:37,3,80EC38B30,4,80F6AE450,4948.32,Yen,4948.32,Yen,Cheque,0
2022/09/01 20:32,3,80EC38B30,4,80F6AE450,1259.41,Yen,1259.41,Yen,Cash,0
2022/09/01 20:37,4,80ED02060,4,80ED02060,137852.82,Yen,137852.82,Yen,Reinvestment,0
2022/09/01 20:47,242300,80FE9B960,4,8122462E0,8100.76,Yen,8100.76,Yen,Cheque,0
2022/09/01 20:30,242300,80FE9B960,4,8122462E0,20420.16,Yen,20420.16,Yen,Credit Card,0
2022/09/01 20:51,70,100428738,4,812874AF0,205756.58,Yen,205756.58,Yen,Cheque,0
2022/09/01 20:44,70,100428738,4,812874AF0,5757.44,Yen,5757.44,Yen,Credit Card,0
2022/09/01 20:42,3,81225DC80,4,812959990,430105.35,Yen,430105.35,Yen,Cheque,0
2022/09/01 20:33,3,81225DC80,4,812959990,357519.55,Yen,357519.55,Yen,Credit Card,0
2022/09/01 20:40,16030,80BF25690,4,81297C540,1842935.55,Yen,1842935.55,Yen,Cheque,0
2022/09/01 20:48,18140,80D2F1440,4,812AE2480,1897231.3,Yen,1897231.3,Yen,Cheque,0
2022/09/01 20:41,4,812F1BFF0,4,812F1BFF0,432870.0,Yen,432870.0,Yen,Reinvestment,0
2022/09/01 20:58,351988,81316D4A0,4,81315C050,34418.74,Yen,34418.74,Yen,Cheque,0
2022/09/01 20:34,339835,813381430,4,813381250,0.1,Yen,0.1,Yen,Cheque,0
2022/09/01 20:42,134266,80F822470,4,813557600,166699.67,Yen,166699.67,Yen,Cheque,0
2022/09/01 20:59,134266,80F822470,4,813557600,115981.72,Yen,115981.72,Yen,Credit Card,0
2022/09/01 20:36,4,813754F20,4,813754F20,1164.79,Yen,1164.79,Yen,Reinvestment,0
2022/09/01 20:58,4,814145090,4,814145090,2575.19,Yen,2575.19,Yen,Reinvestment,0
2022/09/01 20:56,4,814585020,4,814585020,2319617.3,Yen,2319617.3,Yen,Reinvestment,0
2022/09/01 20:31,54762,8144A3A20,4,815178420,84073.72,Yen,84073.72,Yen,Cheque,0
2022/09/01 20:46,54762,8144A3A20,4,815178420,89028.3,Yen,89028.3,Yen,Credit Card,0
2022/09/01 20:59,152677,815830A40,4,8158F80B0,86891.15,Yen,86891.15,Yen,Cheque,0
2022/09/01 20:50,152677,815830A40,4,8158F80B0,161955.78,Yen,161955.78,Yen,Credit Card,0
2022/09/01 20:41,150224,8142DECF0,4,815909700,37452.21,Yen,37452.21,Yen,Cheque,0
2022/09/01 20:35,150224,8142DECF0,4,815909700,221215.48,Yen,221215.48,Yen,Credit Card,0
2022/09/01 20:48,4,815E58E80,4,815E58E80,990.76,Rupee,990.76,Rupee,Reinvestment,0
2022/09/01 20:38,27,80009A860,4,815E78380,14851.63,Rupee,14851.63,Rupee,Cheque,0
2022/09/01 20:44,25,815E1BC80,4,815EC58D0,22354.87,Rupee,22354.87,Rupee,Cheque,0
2022/09/01 20:38,25,815E1BC80,4,815EC58D0,35463.71,Rupee,35463.71,Rupee,Credit Card,0
2022/09/01 20:52,25,815E1BC80,4,815EC58D0,1246.57,Rupee,1246.57,Rupee,Cash,0
2022/09/01 20:53,25,815E1BC80,4,815EC58D0,259.65,Rupee,259.65,Rupee,ACH,0
2022/09/01 20:32,25,815E1BC80,4,815EC58D0,39.55,Rupee,39.55,Rupee,Wire,0
2022/09/01 20:45,6,815E41C90,4,81602B410,57648.17,Rupee,57648.17,Rupee,Cheque,0
2022/09/01 20:43,6,815E41C90,4,81602B410,38638.11,Rupee,38638.11,Rupee,Credit Card,0
2022/09/01 20:49,76,815F2BA60,4,816119300,313256.37,Rupee,313256.37,Rupee,Cheque,0
2022/09/01 20:38,4,8161A6D90,4,8161A6D90,1173.89,Rupee,1173.89,Rupee,Reinvestment,0
2022/09/01 20:53,27,815E795F0,4,81632CCE0,260348.71,Rupee,260348.71,Rupee,Cheque,0
2022/09/01 20:53,27,815E795F0,4,81632CCE0,91673.88,Rupee,91673.88,Rupee,Credit Card,0
2022/09/01 20:34,76,8164C0410,4,8165B06E0,1650.67,Rupee,1650.67,Rupee,Cheque,0
2022/09/01 20:39,76,8164C0410,4,8165B06E0,621.79,Rupee,621.79,Rupee,ACH,0
2022/09/01 20:36,4,81688E2B0,4,81688E2B0,63106.92,Rupee,63106.92,Rupee,Reinvestment,0
2022/09/01 20:46,160108,816C7ACE0,4,816C7C3C0,2922445.97,Rupee,2922445.97,Rupee,Cheque,0
2022/09/01 20:31,160108,816C7ACE0,4,816C7C3C0,2669372.68,Rupee,2669372.68,Rupee,Cash,0
2022/09/01 20:42,160108,816C7ACE0,4,816C7C3C0,4522650.92,Rupee,4522650.92,Rupee,Wire,0
2022/09/01 20:42,4,816FDA8C0,4,816FDA8C0,1662465.56,Rupee,1662465.56,Rupee,Reinvestment,0
2022/09/01 20:40,4,817A3F280,4,817A3F280,1018434.48,Rupee,1018434.48,Rupee,Reinvestment,0
2022/09/01 20:56,70,100428780,4,817C7FED0,5646.34,Rupee,5646.34,Rupee,Cheque,0
2022/09/01 20:31,70,100428780,4,817C7FED0,17006.27,Rupee,17006.27,Rupee,Credit Card,0
2022/09/01 20:50,70,100428780,4,817C7FED0,4519.26,Rupee,4519.26,Rupee,Cash,0
2022/09/01 20:44,4,817FF0220,4,817FF0220,686466.97,Rupee,686466.97,Rupee,Reinvestment,0
2022/09/01 20:56,364986,817FF7820,4,817FF7690,0.03,Rupee,0.03,Rupee,Cheque,0
2022/09/01 20:57,4,8180BE460,4,8180BE370,113311289.0,Rupee,113311289.0,Rupee,ACH,0
2022/09/01 20:35,160648,816DD4CA0,4,8189FA820,548104.15,Rupee,548104.15,Rupee,Cheque,0
2022/09/01 20:45,6,815EC7470,4,818DD1040,8904.05,Rupee,8904.05,Rupee,Cheque,0
2022/09/01 20:33,6,815EC7470,4,818DD1040,8155.46,Rupee,8155.46,Rupee,ACH,0
2022/09/01 20:54,159478,816C87D00,4,819644F50,735714261.79,Rupee,735714261.79,Rupee,Cheque,0
2022/09/01 20:50,159478,816C87D00,4,819644F50,1730067.93,Rupee,1730067.93,Rupee,Credit Card,0
2022/09/01 20:45,159478,816C87D00,4,819644F50,443510030.24,Rupee,443510030.24,Rupee,Wire,0
2022/09/01 20:39,4,819A54D60,4,819A54D60,73189676.7,Rupee,73189676.7,Rupee,Reinvestment,0
2022/09/01 20:44,15,81890D630,4,818922D20,22072591.04,Ruble,22072591.04,Ruble,Cheque,0
2022/09/01 20:35,15,81890D630,4,818922D20,245803.74,Ruble,245803.74,Ruble,Credit Card,0
2022/09/01 20:59,4,8000A1AD0,4,81A433AF0,7325.6,Ruble,7325.6,Ruble,Cheque,0
2022/09/01 20:43,4,8000A1AD0,4,81A433AF0,9127.26,Ruble,9127.26,Ruble,Credit Card,0
2022/09/01 20:58,29,81A4350C0,4,81A71ABF0,12800.76,Ruble,12800.76,Ruble,Cheque,0
2022/09/01 20:40,29,81A4350C0,4,81A71ABF0,39903.68,Ruble,39903.68,Ruble,Credit Card,0
2022/09/01 20:35,29,81A4350C0,4,81A71ABF0,9238.58,Ruble,9238.58,Ruble,Cash,0
2022/09/01 20:59,4,8000AA7E0,4,81A741F00,603510.59,Ruble,603510.59,Ruble,Cheque,0
2022/09/01 20:41,4,8000AA7E0,4,81A741F00,345789.08,Ruble,345789.08,Ruble,Credit Card,0
2022/09/01 20:51,272142,81A5A06E0,4,81A872EA0,2612.46,Ruble,2612.46,Ruble,Cheque,0
2022/09/01 20:38,272142,81A5A06E0,4,81A872EA0,27667.71,Ruble,27667.71,Ruble,Credit Card,0
2022/09/01 20:44,4,81B4D5970,4,81B4D5970,51571045.42,Ruble,51571045.42,Ruble,Reinvestment,0
2022/09/01 20:40,4,81BB7E610,4,81BB7E610,340.86,Ruble,340.86,Ruble,Reinvestment,0
2022/09/01 20:57,4,81BBF7D90,4,81BBF7D90,119801.44,Ruble,119801.44,Ruble,Reinvestment,0
2022/09/01 20:57,4,81BC5BA70,4,81BC5BA70,2889.55,Ruble,2889.55,Ruble,Reinvestment,0
2022/09/01 20:30,4,81C2FCCC0,4,81C2FCCC0,449.01,Ruble,449.01,Ruble,Reinvestment,0
2022/09/01 20:48,26,81A436820,4,81C30A010,142531.22,Ruble,142531.22,Ruble,Cheque,0
2022/09/01 20:41,26,81A436820,4,81C30A010,31890.58,Ruble,31890.58,Ruble,Credit Card,0
2022/09/01 20:35,26,81A436820,4,81C30A010,12466.2,Ruble,12466.2,Ruble,Cash,0
2022/09/01 20:34,26,81A436820,4,81C30A010,19343.53,Ruble,19343.53,Ruble,Wire,0
2022/09/01 20:51,4,81CDB4400,4,81CDB4400,1548.15,Ruble,1548.15,Ruble,Reinvestment,0
2022/09/01 20:56,4,81D19DAC0,4,81D19DAC0,845.78,Ruble,845.78,Ruble,Reinvestment,0
2022/09/01 20:49,4,81DA0C950,4,81DA0C950,168398.46,Ruble,168398.46,Ruble,Reinvestment,0
2022/09/01 20:32,4,81DA9C850,4,81DA9C850,1268.87,Ruble,1268.87,Ruble,Reinvestment,0
2022/09/01 20:49,29,81A7F2B30,4,81DC14140,8391.34,Ruble,8391.34,Ruble,Cheque,0
2022/09/01 20:43,29,81A7F2B30,4,81DC14140,11277.47,Ruble,11277.47,Ruble,Credit Card,0
2022/09/01 20:59,4,81DDAB660,4,81DDAB660,1187.65,Ruble,1187.65,Ruble,Reinvestment,0
2022/09/01 20:42,174634,81DA313F0,4,81E229A10,1335910.16,Ruble,1335910.16,Ruble,Cheque,0
2022/09/01 20:31,174634,81DA313F0,4,81E229A10,636524.62,Ruble,636524.62,Ruble,Cash,0
2022/09/01 20:43,4,81E7BA5B0,4,81E7BA5B0,9441.61,Ruble,9441.61,Ruble,Reinvestment,0
2022/09/01 20:39,290138,821A550C0,4,821A54E40,383083.01,Ruble,383083.01,Ruble,ACH,0
2022/09/01 20:54,177137,821A55160,4,821A54E40,373352.46,Ruble,373352.46,Ruble,ACH,0
2022/09/01 21:29,3,806B15F30,4,80DE2F860,9082.23,Yen,9082.23,Yen,Cheque,0
2022/09/01 21:04,3,806B15F30,4,80DE2F860,23724.49,Yen,23724.49,Yen,ACH,0
2022/09/01 21:02,3,806B15F30,4,80DE2F860,5755.22,Yen,5755.22,Yen,Wire,0
2022/09/01 21:00,4,80EC41180,4,80EC41180,289155.93,Yen,289155.93,Yen,Reinvestment,0
2022/09/01 21:21,4,80F820800,4,80F820800,33706257.32,Yen,33706257.32,Yen,Reinvestment,0
2022/09/01 21:02,4,80FEF70F0,4,80FEF70F0,626.35,Yen,626.35,Yen,Reinvestment,0
2022/09/01 21:10,4,810182F40,4,810182F40,655.34,Yen,655.34,Yen,Reinvestment,0
2022/09/01 21:23,4,811A51A50,4,811A51A50,1161.02,Yen,1161.02,Yen,Reinvestment,0
